num,num,num,num,num,num,num,num,num,num,num,num,class
1.0,21.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,5.0,27.0,75.53,['N']
1.0,23.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,29.0,62.48,['N']
2.0,118.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,['S']
1.0,25.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,3.0,12.0,58.65,['S']
2.0,22.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,2.0,18.0,67.64,['S']
1.0,32.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,2.0,5.0,68.63,['S']
2.0,23.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,5.0,28.0,48.9,['N']
2.0,21.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,8.0,17.0,68.25,['S']
2.0,21.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,8.0,20.0,66.85,['N']
2.0,18.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,21.0,41.56,['N']
2.0,19.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,17.0,59.07,['N']
2.0,20.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,2.0,12.0,47.6,['S']
1.0,20.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,24.0,71.29,['N']
1.0,22.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,4.0,27.0,72.17,['S']
2.0,23.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,12.0,39.88,['N']
1.0,21.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,1.0,5.0,54.44,['S']
2.0,21.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,1.0,9.0,71.0,['S']
2.0,18.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,5.0,21.0,50.67,['S']
2.0,25.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,2.0,16.0,68.37,['S']
1.0,22.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,5.0,26.0,90.12,['S']
2.0,20.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,10.0,63.67,['S']
1.0,25.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,3.0,13.0,54.33,['N']
2.0,21.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,21.0,67.4,['N']
2.0,19.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,4.0,15.0,70.82,['S']
2.0,21.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,2.0,10.0,57.26,['S']
2.0,24.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,4.0,27.0,55.83,['N']
2.0,26.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,18.0,82.0,33.8,['S']
1.0,118.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,1.0,15.0,0.0,['S']
2.0,21.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,8.0,19.0,69.21,['S']
1.0,20.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,5.0,23.0,66.63,['N']
1.0,26.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,16.0,63.13,['N']
1.0,38.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,49.08,['N']
1.0,18.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,6.0,19.0,51.78,['S']
2.0,19.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,12.0,72.38,['N']
1.0,20.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,5.0,27.0,63.64,['S']
1.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,9.0,49.27,['N']
2.0,20.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,5.0,15.0,43.82,['S']
2.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,13.0,46.9,['N']
1.0,19.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,5.0,23.0,54.93,['N']
2.0,28.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,79.91,['S']
1.0,25.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,16.0,68.04,['N']
2.0,19.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,6.0,19.0,49.0,['N']
1.0,19.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,4.0,16.0,65.76,['S']
2.0,22.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,12.0,58.0,['N']
1.0,19.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,5.0,54.58,['N']
1.0,36.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,9.0,43.15,['N']
1.0,18.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,6.0,19.0,43.82,['S']
2.0,20.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,4.0,15.0,52.31,['S']
1.0,21.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,8.0,19.0,71.52,['S']
2.0,25.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,6.0,16.0,67.22,['S']
2.0,23.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,8.0,19.0,69.91,['S']
1.0,21.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,20.0,58.66,['N']
2.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,14.0,76.29,['N']
1.0,23.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,5.0,17.0,57.98,['N']
2.0,21.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,3.0,29.0,72.5,['S']
1.0,20.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,5.0,19.0,57.64,['N']
2.0,24.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,7.0,22.0,79.25,['S']
2.0,18.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,12.0,32.0,['N']
2.0,19.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,4.0,15.0,70.82,['S']
2.0,24.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,7.0,20.0,57.42,['S']
2.0,21.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,8.0,53.64,['N']
1.0,25.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,85.23,['S']
2.0,118.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,['N']
2.0,22.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,7.0,18.0,69.05,['N']
2.0,23.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,24.0,79.4,['S']
1.0,22.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,7.0,22.0,84.44,['S']
2.0,36.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,7.0,22.0,64.41,['N']
1.0,22.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,17.0,65.59,['N']
2.0,19.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,16.0,70.88,['N']
1.0,20.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,1.0,4.0,62.09,['S']
1.0,20.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,6.0,19.0,52.45,['S']
1.0,24.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,3.0,9.0,51.39,['S']
2.0,26.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,11.0,27.25,['N']
1.0,21.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,10.0,54.11,['N']
2.0,19.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,4.0,15.0,57.0,['S']
1.0,18.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,21.0,38.33,['N']
1.0,24.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,8.0,53.33,['N']
1.0,20.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,10.0,79.0,['N']
2.0,20.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,2.0,8.0,63.5,['S']
2.0,22.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,3.0,17.0,69.19,['S']
2.0,19.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,5.0,21.0,46.89,['S']
2.0,30.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,18.0,37.8,['N']
1.0,19.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,3.0,13.0,40.58,['N']
2.0,51.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,2.0,0.0,82.82,['S']
2.0,22.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,1.0,12.0,69.0,['S']
2.0,18.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,6.0,19.0,46.36,['N']
1.0,19.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,6.0,19.0,38.73,['S']
2.0,118.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,10.0,0.0,['N']
1.0,22.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,7.0,22.0,84.02,['S']
1.0,21.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,5.0,28.0,74.19,['S']
1.0,28.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,['N']
2.0,21.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,5.0,23.0,48.36,['S']
1.0,18.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,6.0,19.0,48.55,['S']
1.0,47.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,6.0,79.31,['S']
2.0,25.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,3.0,24.0,70.6,['N']
2.0,22.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,22.0,80.58,['S']
2.0,21.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,10.0,56.5,['N']
2.0,24.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,4.0,15.0,55.0,['S']
1.0,22.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,39.93,['N']
1.0,21.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,8.0,19.0,75.6,['N']
1.0,118.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,1.0,80.0,0.0,['S']
2.0,24.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,3.0,13.0,24.86,['S']
1.0,24.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,4.0,27.0,54.3,['S']
2.0,118.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,['N']
1.0,118.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,['N']
2.0,25.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,1.0,5.0,77.04,['S']
2.0,20.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,1.0,4.0,60.15,['S']
1.0,23.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,4.0,25.0,79.17,['S']
2.0,22.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,5.0,17.0,62.57,['S']
2.0,24.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,12.0,67.17,['N']
2.0,19.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,5.0,27.0,75.74,['N']
1.0,18.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,5.0,21.0,43.56,['S']
2.0,28.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,['S']
2.0,30.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,5.0,78.65,['N']
1.0,22.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,2.0,13.0,63.51,['S']
2.0,25.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,4.0,17.0,59.04,['S']
1.0,28.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,16.0,65.76,['N']
2.0,25.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,3.0,9.0,68.12,['S']
1.0,30.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,5.0,26.0,84.95,['S']
1.0,42.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,2.0,9.0,63.67,['S']
2.0,18.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,19.0,46.27,['N']
2.0,24.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,2.0,16.0,79.17,['S']
2.0,22.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,4.0,15.0,41.24,['S']
2.0,21.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,8.0,42.81,['N']
2.0,25.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,24.0,68.59,['N']
1.0,21.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,2.0,10.0,56.45,['S']
2.0,32.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,37.0,75.0,['N']
1.0,20.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,6.0,19.0,55.56,['S']
2.0,26.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,16.0,58.05,['N']
1.0,23.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,5.0,17.0,74.22,['N']
1.0,31.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,6.0,24.0,96.1,['S']
2.0,19.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,4.0,19.0,50.56,['S']
1.0,21.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,4.0,27.0,73.33,['S']
2.0,23.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,5.0,26.0,87.46,['S']
1.0,20.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,6.0,19.0,49.5,['N']
1.0,19.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,5.0,21.0,30.5,['S']
2.0,22.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,6.0,10.0,68.29,['N']
2.0,118.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,10.0,0.0,['S']
1.0,19.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,24.0,67.87,['S']
2.0,20.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,9.0,53.35,['S']
1.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,15.0,51.05,['N']
1.0,20.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,21.0,69.08,['N']
2.0,21.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,8.0,46.05,['N']
1.0,24.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,6.0,14.0,60.65,['N']
2.0,22.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,3.0,10.0,63.53,['S']
1.0,22.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,1.0,12.0,59.75,['S']
1.0,118.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,10.0,0.0,['N']
1.0,22.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,25.0,70.68,['N']
1.0,32.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,7.0,56.67,['N']
1.0,24.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,3.0,24.0,73.21,['S']
1.0,29.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,8.0,20.0,65.83,['S']
1.0,18.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,10.0,31.43,['S']
2.0,23.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,16.0,69.85,['N']
1.0,45.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,4.0,16.0,80.75,['S']
2.0,22.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,5.0,23.0,71.81,['N']
2.0,24.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,78.82,['N']
2.0,23.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,84.89,['S']
2.0,22.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,13.0,73.08,['N']
1.0,23.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,8.0,19.0,71.09,['N']
2.0,22.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,4.0,15.0,60.67,['S']
1.0,19.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,12.0,62.27,['S']
2.0,23.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,5.0,21.0,46.48,['S']
2.0,23.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,5.0,14.0,74.66,['S']
2.0,19.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,3.0,15.0,59.17,['S']
1.0,26.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,8.0,86.17,['S']
1.0,21.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,2.0,11.0,50.71,['S']
1.0,23.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,2.0,16.0,75.09,['S']
2.0,22.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,3.0,12.0,57.0,['N']
2.0,20.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,2.0,12.0,51.47,['S']
2.0,25.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,11.0,63.21,['N']
1.0,19.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,12.0,52.45,['N']
1.0,21.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,5.0,16.0,67.63,['S']
2.0,21.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,5.0,28.0,72.92,['S']
2.0,19.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,2.0,8.0,54.69,['S']
2.0,23.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,1.0,12.0,65.96,['S']
2.0,21.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,24.0,73.35,['N']
1.0,18.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,6.0,19.0,52.67,['S']
1.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,24.0,68.42,['N']
1.0,19.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,12.0,63.91,['N']
2.0,20.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,27.0,75.42,['N']
2.0,118.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,1.0,5.0,0.0,['S']
2.0,38.0,2.0,0.0,3.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,['S']
2.0,19.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,1.0,4.0,61.8,['S']
1.0,118.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,['S']
2.0,118.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,1.0,5.0,0.0,['S']
2.0,23.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,4.0,16.0,71.53,['S']
1.0,26.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,2.0,21.0,73.76,['S']
2.0,118.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,1.0,15.0,0.0,['S']
1.0,22.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,7.0,20.0,59.88,['S']
2.0,118.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,['S']
1.0,21.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,3.0,24.0,54.4,['S']
1.0,19.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,5.0,21.0,44.89,['S']
2.0,20.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,4.0,15.0,53.84,['N']
2.0,20.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,4.0,58.25,['N']
2.0,118.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,1.0,80.0,0.0,['S']
1.0,27.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,1.0,5.0,75.29,['S']
1.0,23.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,4.0,27.0,68.85,['S']
2.0,22.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,3.0,10.0,57.81,['S']
1.0,35.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,16.0,78.88,['N']
2.0,25.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,5.0,26.0,79.75,['S']
2.0,22.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,8.0,31.0,59.55,['S']
2.0,20.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,4.0,16.0,66.29,['N']
2.0,24.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,80.0,72.26,['N']
1.0,19.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,5.0,23.0,62.2,['S']
2.0,24.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,2.0,16.0,74.72,['S']
1.0,22.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,7.0,22.0,85.78,['S']
2.0,26.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,4.0,15.0,66.06,['S']
1.0,23.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,8.0,19.0,66.56,['S']
2.0,20.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,4.0,17.0,48.45,['N']
2.0,18.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,3.0,13.0,38.0,['S']
1.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,7.0,79.2,['S']
1.0,39.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,1.0,0.0,65.44,['S']
1.0,22.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,27.0,66.07,['N']
2.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,23.0,58.67,['N']
1.0,21.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,8.0,64.6,['N']
1.0,20.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,15.0,77.65,['N']
2.0,24.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,24.0,69.69,['N']
2.0,25.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,1.0,16.0,71.02,['S']
2.0,22.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,8.0,20.0,65.47,['S']
2.0,21.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,3.0,14.0,61.67,['S']
2.0,22.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,5.0,28.0,67.54,['S']
1.0,19.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,12.0,57.09,['S']
1.0,32.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,5.0,26.0,71.02,['S']
1.0,118.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,['S']
2.0,23.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,5.0,23.0,74.55,['N']
1.0,29.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,2.0,16.0,39.46,['S']
1.0,18.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,5.0,21.0,49.78,['S']
1.0,28.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,1.0,0.0,44.29,['S']
1.0,18.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,6.0,19.0,50.91,['S']
2.0,22.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,8.0,36.82,['N']
1.0,35.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,['S']
2.0,118.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,['N']
1.0,40.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,4.0,16.0,48.13,['N']
2.0,21.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,70.5,['N']
1.0,24.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,5.0,16.0,80.49,['S']
